id_order,year_month,order_total_paid,product_name,product_url_img
111210929,2020-05,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique),https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/ba/d4/f7/bad4f7dd-7506-dce9-313c-67e056c17eb0/AppIcon-1x_U007emarketing-0-10-0-0-0-85-220-0.png/128x128bb-80.jpg
98781882,2020-05,15.99,netflix 4 ecrans - streaming illimite (renouvellement automatique),https://is4-ssl.mzstatic.com/image/thumb/Purple123/v4/79/da/e3/79dae369-7356-ddbe-100d-afd193470f8c/App_Icon-marketing.lsr/128x128bb-80.jpg
114906566,2020-09,6.99,abonnement mensuel disney+ (renouvellement automatique),https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/89/4a/88/894a88e9-7ed2-e10f-e2c8-d66b77aa4c71/AppIcon-1x_U007emarketing-0-7-0-0-0-85-220.png/128x128bb-80.jpg
114622538,2020-09,15.99,netflix premium (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/2e/1a/00/2e1a0071-8ea2-8708-4718-40aafd6d14b2/App_Icon-marketing.lsr/128x128bb-80.jpg
100369972,2020-04,6.99,abonnement mensuel disney+ (renouvellement automatique),https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/a8/51/e4/a851e4f4-98a7-8e3c-3ee0-c507fa214cc4/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
99655468,2020-04,15.99,netflix 4 ecrans - streaming illimite (renouvellement automatique),https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/df/39/ac/df39ac48-6ef4-55f3-c0c0-24fca6f8c961/AppIcon-1x_U007emarketing-0-10-0-0-0-85-220-0.png/128x128bb-80.jpg
113184591,2020-04,7.99,netflix 1 screen - unlimited streaming (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/a7/9c/a7/a79ca7dc-1545-536e-0ebc-c86114ab9f90/AppIcon-1x_U007emarketing-0-10-0-0-0-85-220-0.png/128x128bb-80.jpg
97399691,2020-05,6.99,canal+series (1 stream) (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/f6/54/4d/f6544d98-6b1a-05c4-10bc-3ec777051f6e/CPAppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
97674088,2020-04,7.99,pack apprenti,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/a7/7a/8b/a77a8b57-f6f9-72cc-2860-ee3e9f4e4494/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/128x128bb-80.jpg
99352754,2020-05,8.99,offer of 50 gold bars,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/f5/54/36/f5543625-b669-27ff-36ce-b54b99703735/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/128x128bb-80.jpg
97454642,2020-03,7.99,netflix essentiel (renouvellement automatique),https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/b0/c6/6d/b0c66d24-c2ef-bb15-963e-c6fc44d43eaf/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
98856989,2020-03,21.99,gros sac de gemmes,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/c2/bf/c6/c2bfc64d-0300-4b9d-09a1-dfd663a2661c/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
98643667,2020-03,1.09,poignee de pieces,https://is3-ssl.mzstatic.com/image/thumb/Purple123/v4/ab/88/31/ab883166-26a8-afec-9594-291f57b997d8/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/128x128bb-80.jpg
